_id,lectura,fecha
61b160c60af895a2cc63de19,24.60,22
61b160c90af895a2cc63de1a,24.60,22
61b160f316d13427e86ec230,Hello mqtt,22
61b160f516d13427e86ec231,24.60,22
61b160fbf3b8dea2e4453eef,24.60,22
61b160fff3b8dea2e4453ef0,24.60,22
61b16102f3b8dea2e4453ef1,24.60,22
61b16105f3b8dea2e4453ef2,24.60,22
61b16108910426a3d8f938c0,24.60,22
61b1610b910426a3d8f938c1,24.60,22
61b1610e910426a3d8f938c2,24.60,22
61b16111910426a3d8f938c3,24.60,22
61b16115910426a3d8f938c4,24.60,22
61b16118910426a3d8f938c5,24.60,22
61b1611b910426a3d8f938c6,24.60,22
61b1611e910426a3d8f938c7,24.60,22
61b16121910426a3d8f938c8,24.60,22
61b16124910426a3d8f938c9,24.60,22
61b16127910426a3d8f938ca,24.60,22
61b1612a910426a3d8f938cb,24.60,22
61b1612e910426a3d8f938cc,24.60,22
61b16131910426a3d8f938cd,24.60,22
61b16135acb86f0c20839e01,Hello mqtt,22
61b16137acb86f0c20839e02,24.60,22
61b1613aacb86f0c20839e03,24.60,22
61b1613dacb86f0c20839e04,24.60,22
61b16140acb86f0c20839e05,24.60,22
61b16143acb86f0c20839e06,24.60,22
61b16147acb86f0c20839e07,24.60,22
61b1614aacb86f0c20839e08,24.60,22
61b1614dacb86f0c20839e09,24.60,22
61b16150acb86f0c20839e0a,24.60,22
61b16153acb86f0c20839e0b,24.60,22
61b16156acb86f0c20839e0c,24.60,22
61b16159acb86f0c20839e0d,24.60,22
61b1615cacb86f0c20839e0e,24.60,22
61b16160acb86f0c20839e0f,24.60,22
61b16163acb86f0c20839e10,24.60,22
61b16166acb86f0c20839e11,24.60,22
61b16169acb86f0c20839e12,24.60,22
61b1616cacb86f0c20839e13,24.60,22
61b1616facb86f0c20839e14,24.60,22
61b16172acb86f0c20839e15,24.60,22
61b16175acb86f0c20839e16,24.60,22
61b16179acb86f0c20839e17,24.60,22
61b1617cacb86f0c20839e18,24.60,22
61b1617facb86f0c20839e19,24.60,22
61b16182acb86f0c20839e1a,24.60,22
61b16185acb86f0c20839e1b,24.60,22
61b16188acb86f0c20839e1c,24.60,22
61b1618bacb86f0c20839e1d,24.60,22
61b1618facb86f0c20839e1e,24.60,22
61b16192acb86f0c20839e1f,24.60,22
61b16195acb86f0c20839e20,24.60,22
61b16198acb86f0c20839e21,24.60,22
61b1619b04f38006e4d0470a,Hello mqtt,22
61b1619b04f38006e4d0470b,24.60,22
61b1619e04f38006e4d0470c,24.60,22
61b161a104f38006e4d0470d,24.60,22
61b161c3e3ca1aa684ae383b,Hello mqtt,22
61b161c4e3ca1aa684ae383c,24.60,22
61b161c7e3ca1aa684ae383d,24.60,22
61b161cae3ca1aa684ae383e,24.60,22
61b161cde3ca1aa684ae383f,24.60,22
61b161d0e3ca1aa684ae3840,24.60,22
61b161d3e3ca1aa684ae3841,24.60,22
61b161d6e3ca1aa684ae3842,24.60,22
61b161dae3ca1aa684ae3843,24.60,22
61b161dde3ca1aa684ae3844,24.60,22
61b161e0e3ca1aa684ae3845,24.60,22
61b161e3e3ca1aa684ae3846,24.60,22
61b161e6e3ca1aa684ae3847,24.60,22
61b161e9e3ca1aa684ae3848,24.60,22
61b161ece3ca1aa684ae3849,24.60,22
61b161f0e3ca1aa684ae384a,24.60,22
61b161f3e3ca1aa684ae384b,24.60,22
61b161f6e3ca1aa684ae384c,24.60,22
61b161fa215c078658267c23,Hello mqtt,22
61b161fc215c078658267c24,24.60,22
61b161ff215c078658267c25,24.60,22
61b16202215c078658267c26,24.60,22
61b16205215c078658267c27,24.60,22
61b16209215c078658267c28,24.60,22
61b1620c215c078658267c29,24.60,22
61b1620f215c078658267c2a,24.60,22
61b16212215c078658267c2b,24.60,22
61b16215215c078658267c2c,24.60,22
61b16218215c078658267c2d,24.60,22
61b1621b215c078658267c2e,24.60,22
61b1621e215c078658267c2f,24.60,22
61b162362174df195071d7a6,Hello mqtt,22
61b162372174df195071d7a7,24.60,22
61b1623b2174df195071d7a8,24.60,22
61b1623e2174df195071d7a9,24.60,22
61b162412174df195071d7aa,24.60,22
61b162442174df195071d7ab,24.60,22
61b162472174df195071d7ac,24.60,22
61b16297ed0a82a57cfaea6b,Hello mqtt,22
61b162a33cc5fa1254458a1d,Hello mqtt,22
61b162a53cc5fa1254458a1e,24.60,22
61b162a83cc5fa1254458a1f,24.60,22
61b162ab3cc5fa1254458a20,24.60,22
61b162ae3cc5fa1254458a21,24.60,22
61b162b13cc5fa1254458a22,24.60,22
61b162b53cc5fa1254458a23,24.60,22
61b162b83cc5fa1254458a24,24.60,22
61b162bb3cc5fa1254458a25,24.60,22
61b162be3cc5fa1254458a26,24.60,22
61b162c13cc5fa1254458a27,24.60,22
61b162c43cc5fa1254458a28,24.60,22
61b645292cfda71b70111e0b,Hello mqtt,15
61b6452b2cfda71b70111e0d,23.60,15
61b6452e2cfda71b70111e0e,23.60,15
61b645312cfda71b70111e0f,23.60,15
61b645352cfda71b70111e10,23.60,15
61b645382cfda71b70111e11,23.60,15
61b6453b2cfda71b70111e12,23.60,15
61b6453e2cfda71b70111e13,23.60,15
61b645412cfda71b70111e14,23.60,15
61b645442cfda71b70111e15,23.60,15
61b645472cfda71b70111e16,23.60,15
61b6454a2cfda71b70111e17,23.60,15
61b6454e2cfda71b70111e18,23.60,15
61b645512cfda71b70111e19,23.60,15
61b645542cfda71b70111e1a,23.60,15
61b645572cfda71b70111e1b,23.60,15
61b6455a2cfda71b70111e1c,23.60,15
61b6455d2cfda71b70111e1d,23.60,15
61b6455fe48cc546b487f5cb,Hello mqtt,15
61b64560e48cc546b487f5cd,23.60,15
61b64564e48cc546b487f5ce,23.60,15
61b64567e48cc546b487f5cf,23.60,15
61b6456ae48cc546b487f5d0,23.60,15
61b6456de48cc546b487f5d1,23.60,15
61b64570e48cc546b487f5d2,23.60,15
61b64573e48cc546b487f5d3,23.60,15
61b64576e48cc546b487f5d4,23.60,15
61b64579e48cc546b487f5d5,23.60,15
61b6457de48cc546b487f5d6,23.60,15
61b64580e48cc546b487f5d7,23.60,15
